n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,2x4,likert,RNK,0.01,0.5,0,0,0.4112,0.0096,0.0094
20,2x4,likert,ART,0.01,0.5,0,0,0.4202,0.0172,0.025
20,2x4,likert,INT,0.01,0.5,0,0,0.4188,0.0094,0.0098
20,2x4,likert,PAR,0.05,0.5,1,0,0.633,0.9362,0.0564
20,2x4,likert,RNK,0.05,0.5,1,0,0.6398,0.9414,0.0508
20,2x4,likert,ART,0.05,0.5,1,0,0.6442,0.935,0.1532
20,2x4,likert,INT,0.05,0.5,1,0,0.6432,0.9432,0.0518
20,2x4,likert,PAR,0.01,0.5,1,0,0.3808,0.8294,0.0144
20,2x4,likert,RNK,0.01,0.5,1,0,0.3896,0.8458,0.0126
20,2x4,likert,ART,0.01,0.5,1,0,0.4304,0.8424,0.0632
20,2x4,likert,INT,0.01,0.5,1,0,0.3976,0.85,0.0134
20,2x4,likert,PAR,0.05,0.5,2,0,0.6004,0.9994,0.0832
20,2x4,likert,RNK,0.05,0.5,2,0,0.6116,0.9998,0.0682
20,2x4,likert,ART,0.05,0.5,2,0,0.6476,0.9998,0.212
20,2x4,likert,INT,0.05,0.5,2,0,0.6144,1,0.0674
20,2x4,likert,PAR,0.01,0.5,2,0,0.3424,0.9962,0.0262
20,2x4,likert,RNK,0.01,0.5,2,0,0.3536,0.9978,0.017
20,2x4,likert,ART,0.01,0.5,2,0,0.4402,0.9974,0.1036
20,2x4,likert,INT,0.01,0.5,2,0,0.3604,0.998,0.0174
20,2x4,likert,PAR,0.05,0.5,4,0,0.5316,0.9992,0.1294
20,2x4,likert,RNK,0.05,0.5,4,0,0.5344,0.9996,0.1078
20,2x4,likert,ART,0.05,0.5,4,0,0.6736,0.9996,0.3604
20,2x4,likert,INT,0.05,0.5,4,0,0.5512,0.9996,0.1022
20,2x4,likert,PAR,0.01,0.5,4,0,0.2984,0.9984,0.0512
20,2x4,likert,RNK,0.01,0.5,4,0,0.3024,0.9988,0.038
20,2x4,likert,ART,0.01,0.5,4,0,0.5004,0.9982,0.2186
20,2x4,likert,INT,0.01,0.5,4,0,0.3096,0.9986,0.0332
20,2x4,likert,PAR,0.05,0.5,8,0,0.4244,0.998,0.1828
20,2x4,likert,RNK,0.05,0.5,8,0,0.4186,0.9982,0.1664
20,2x4,likert,ART,0.05,0.5,8,0,0.7174,0.998,0.5716
20,2x4,likert,INT,0.05,0.5,8,0,0.4279,0.9984,0.1582
20,2x4,likert,PAR,0.01,0.5,8,0,0.2132,0.9976,0.0836
20,2x4,likert,RNK,0.01,0.5,8,0,0.203,0.998,0.0668
20,2x4,likert,ART,0.01,0.5,8,0,0.5856,0.9978,0.4316
20,2x4,likert,INT,0.01,0.5,8,0,0.2086,0.998,0.0654
20,2x4,likert,PAR,0.05,0,0,1.25,0.0488,0.0476,0.5882
20,2x4,likert,RNK,0.05,0,0,1.25,0.0492,0.046,0.5962
20,2x4,likert,ART,0.05,0,0,1.25,0.109,0.0688,0.6036
20,2x4,likert,INT,0.05,0,0,1.25,0.0468,0.0482,0.6018
20,2x4,likert,PAR,0.01,0,0,1.25,0.0072,0.0072,0.349
20,2x4,likert,RNK,0.01,0,0,1.25,0.0094,0.0078,0.3618
20,2x4,likert,ART,0.01,0,0,1.25,0.0428,0.0124,0.3776
20,2x4,likert,INT,0.01,0,0,1.25,0.0092,0.0082,0.368
20,2x4,likert,PAR,0.05,0,1,1.25,0.0702,0.9368,0.567
20,2x4,likert,RNK,0.05,0,1,1.25,0.0616,0.948,0.5722
20,2x4,likert,ART,0.05,0,1,1.25,0.184,0.938,0.604
20,2x4,likert,INT,0.05,0,1,1.25,0.0634,0.9482,0.589
20,2x4,likert,PAR,0.01,0,1,1.25,0.0166,0.8172,0.339
20,2x4,likert,RNK,0.01,0,1,1.25,0.013,0.8326,0.332
20,2x4,likert,ART,0.01,0,1,1.25,0.095,0.8356,0.3932
20,2x4,likert,INT,0.01,0,1,1.25,0.014,0.8448,0.3536
20,2x4,likert,PAR,0.05,0,2,1.25,0.096,0.9998,0.5244
20,2x4,likert,RNK,0.05,0,2,1.25,0.071,0.9998,0.5086
20,2x4,likert,ART,0.05,0,2,1.25,0.2374,0.9994,0.585
20,2x4,likert,INT,0.05,0,2,1.25,0.0734,0.9998,0.5428
20,2x4,likert,PAR,0.01,0,2,1.25,0.0284,0.9976,0.305
20,2x4,likert,RNK,0.01,0,2,1.25,0.0176,0.9988,0.2748
20,2x4,likert,ART,0.01,0,2,1.25,0.1282,0.9988,0.3932
20,2x4,likert,INT,0.01,0,2,1.25,0.0192,0.9988,0.318
20,2x4,likert,PAR,0.05,0,4,1.25,0.1324,0.9992,0.4552
20,2x4,likert,RNK,0.05,0,4,1.25,0.0894,0.9998,0.3818
20,2x4,likert,ART,0.05,0,4,1.25,0.355,0.9996,0.5852
20,2x4,likert,INT,0.05,0,4,1.25,0.0968,0.9998,0.4584
20,2x4,likert,PAR,0.01,0,4,1.25,0.0474,0.9988,0.265
20,2x4,likert,RNK,0.01,0,4,1.25,0.0292,0.999,0.1896
20,2x4,likert,ART,0.01,0,4,1.25,0.2428,0.999,0.4126
20,2x4,likert,INT,0.01,0,4,1.25,0.03,0.999,0.2506
20,2x4,likert,PAR,0.05,0,8,1.25,0.1606,0.9982,0.373
20,2x4,likert,RNK,0.05,0,8,1.25,0.1276,0.9982,0.2854
20,2x4,likert,ART,0.05,0,8,1.25,0.5476,0.9982,0.622
20,2x4,likert,INT,0.05,0,8,1.25,0.1438,0.9982,0.3552
20,2x4,likert,PAR,0.01,0,8,1.25,0.0588,0.998,0.2206
20,2x4,likert,RNK,0.01,0,8,1.25,0.0436,0.998,0.1476
20,2x4,likert,ART,0.01,0,8,1.25,0.4422,0.9976,0.4736
20,2x4,likert,INT,0.01,0,8,1.25,0.048,0.998,0.1958
